CODGEO;DEP;LIBGEO;Zonage ABC en vigueur depuis le 26 juin 2026
14456;14;Moult-Chicheboville;B2
14457;14;Les Moutiers-en-Auge;C
14458;14;Les Moutiers-en-Cinglais;C
14460;14;Moyaux;C
14461;14;Mutrécy;C
14465;14;Nonant;C
14466;14;Norolles;C
14467;14;Noron-l'Abbaye;C
14468;14;Noron-la-Poterie;C
14469;14;Norrey-en-Auge;C
14473;14;Notre-Dame-de-Livaye;C
14474;14;Notre-Dame-d'Estrées-Corbon;C
14475;14;Val d'Arry;C
14476;14;Olendon;C
14478;14;Orbec;C
14480;14;Osmanville;C
14482;14;Ouézy;C
14483;14;Ouffières;C
14484;14;Ouilly-du-Houley;C
14486;14;Ouilly-le-Tesson;C
14487;14;Ouilly-le-Vicomte;C
14488;14;Ouistreham;B1
14491;14;Parfouru-sur-Odon;C
14492;14;Pennedepie;B1
14494;14;Périers-en-Auge;C
14495;14;Périers-sur-le-Dan;B1
14496;14;Périgny;C
14497;14;Perrières;C
14498;14;Pertheville-Ners;C
14499;14;Petiville;C
14500;14;Pierrefitte-en-Auge;C
14501;14;Pierrefitte-en-Cinglais;C
14502;14;Pierrepont;C
14504;14;Le Pin;C
14506;14;Planquery;C
14509;14;Plumetot;B1
14510;14;La Pommeraye;C
14511;14;Pont-Bellanger;C
14512;14;Pontécoulant;C
14514;14;Pont-l'Évêque;B1
14515;14;Port-en-Bessin-Huppain;C
14516;14;Potigny;C
14519;14;Préaux-Bocage;C
14520;14;Le Pré-d'Auge;C
14522;14;Prêtreville;C
14524;14;Putot-en-Auge;C
14527;14;Belle Vie en Auge;C
14528;14;Quetteville;C
14529;14;Ranchy;C
14530;14;Ranville;B2
14531;14;Rapilly;C
14533;14;Repentigny;C
14534;14;Reux;C
14535;14;Reviers;C
14536;14;La Rivière-Saint-Sauveur;B2
14538;14;Castine-en-Plaine;C
14540;14;Rocques;C
14541;14;La Roque-Baignard;C
14542;14;Rosel;C
14543;14;Rots;B2
14546;14;Rouvres;C
14547;14;Rubercy;C
14550;14;Rumesnil;C
14552;14;Ryes;C
14554;14;Le Castelet;C
14555;14;Saint-André-d'Hébertot;C
14556;14;Saint-André-sur-Orne;B2
14557;14;Saint-Arnoult;B1
14558;14;Saint-Aubin-d'Arquenay;B1
14559;14;Saint-Aubin-des-Bois;C
14562;14;Saint-Aubin-sur-Mer;B1
14563;14;Saint-Benoît-d'Hébertot;C
14565;14;Saint-Côme-de-Fresné;C
14566;14;Saint-Contest;B1
14569;14;Sainte-Croix-sur-Mer;C
14570;14;Valorbiquet;C
14571;14;Saint-Denis-de-Mailloc;C
14572;14;Saint-Denis-de-Méré;C
14574;14;Saint-Désir;C
14575;14;Saint-Étienne-la-Thillaye;C
14576;14;Val-de-Vie;C
14578;14;Saint-Gatien-des-Bois;C
14579;14;Seulline;C
14581;14;Aurseulles;C
14582;14;Saint-Germain-de-Livet;C
14586;14;Saint-Germain-du-Pert;C
14587;14;Saint-Germain-la-Blanche-Herbe;B1
14588;14;Saint-Germain-Langot;C
14589;14;Saint-Germain-le-Vasson;C
14590;14;Sainte-Honorine-de-Ducy;C
14591;14;Aure sur Mer;C
14592;14;Sainte-Honorine-du-Fay;C
14593;14;Saint-Hymer;C
14595;14;Saint-Jean-de-Livet;C
14598;14;Saint-Jouin;C
14601;14;Saint-Julien-sur-Calonne;C
14602;14;Saint-Lambert;C
14603;14;Saint-Laurent-de-Condel;C
14605;14;Saint-Laurent-sur-Mer;C
14606;14;Saint-Léger-Dubosq;C
14607;14;Saint-Louet-sur-Seulles;C
14609;14;Saint-Loup-Hors;C
14610;14;Saint-Manvieu-Norrey;C
14613;14;Saint-Marcouf;C
14614;14;Sainte-Marguerite-d'Elle;C
14619;14;Sainte-Marie-Outre-l'Eau;C
14620;14;Saint-Martin-aux-Chartrains;C
14621;14;Saint-Martin-de-Bienfaite-la-Cressonnière;C
14622;14;Saint-Martin-de-Blagny;C
14625;14;Saint-Martin-de-la-Lieue;C
14626;14;Saint-Martin-de-Mailloc;C
14627;14;Saint-Martin-de-Mieux;C
14630;14;Saint-Martin-des-Entrées;C
14635;14;Saint-Omer;C
14637;14;Saint-Ouen-du-Mesnil-Oger;C
14639;14;Saint-Ouen-le-Pin;C
14640;14;Saint-Pair;C
14643;14;Saint-Paul-du-Vernay;C
14644;14;Saint-Philbert-des-Champs;C
14645;14;Saint-Pierre-Azif;C
14646;14;Saint-Pierre-Canivet;C
14648;14;Saint-Pierre-des-Ifs;C
14649;14;Saint-Pierre-du-Bû;C
14650;14;Saint-Pierre-du-Fresne;C
14651;14;Saint-Pierre-du-Jonquet;C
14652;14;Saint-Pierre-du-Mont;C
14654;14;Saint-Pierre-en-Auge;C
14656;14;Saint-Rémy;C
14657;14;Saint-Samson;C
14658;14;Noues de Sienne;C
14659;14;Saint-Sylvain;C
14660;14;Saint-Vaast-en-Auge;B1
14661;14;Saint-Vaast-sur-Seulles;C
14663;14;Saint-Vigor-le-Grand;C
14664;14;Sallen;C
14665;14;Sallenelles;B2
14666;14;Sannerville;B2
14667;14;Saon;C
14668;14;Saonnet;C
14669;14;Sassy;C
14672;14;Val de Drôme;C
14674;14;Soignolles;C
14675;14;Soliers;B2
14676;14;Sommervieu;C
14677;14;Soulangy;C
14678;14;Soumont-Saint-Quentin;C
14679;14;Subles;C
14680;14;Sully;C
14681;14;Surrain;C
14682;14;Surville;C
14684;14;Tessel;C
14685;14;Thaon;C
14687;14;Le Theil-en-Auge;C
14689;14;Thury-Harcourt-le-Hom;C
14692;14;Tilly-sur-Seulles;C
14694;14;Le Torquesne;C
14698;14;Touffréville;B2
14699;14;Touques;B1
14700;14;Tour-en-Bessin;C
14701;14;Tourgéville;A
14705;14;Tournières;C
14706;14;Tourville-en-Auge;C
14707;14;Tourville-sur-Odon;B2
14708;14;Tracy-Bocage;C
14709;14;Tracy-sur-Mer;C
14710;14;Tréprel;C
14711;14;Trévières;C
14712;14;Troarn;C
14713;14;Montillières-sur-Orne;C
14714;14;Le Tronquay;C
14715;14;Trouville-sur-Mer;A
14716;14;Trungy;C
14719;14;Urville;C
14720;14;Ussy;C
14721;14;Vacognes-Neuilly;C
14723;14;Valsemé;C
14724;14;Varaville;B1
14726;14;Valdallière;C
14728;14;Vaucelles;C
14731;14;Vauville;B1
14732;14;Vaux-sur-Aure;C
14733;14;Vaux-sur-Seulles;C
14734;14;Vendes;C
14735;14;Vendeuvre;C
14737;14;Versainville;C
14738;14;Verson;B1
14739;14;Ver-sur-Mer;C
14740;14;La Vespière-Friardel;C
14741;14;Le Vey;C
14742;14;Vicques;C
14743;14;Victot-en-Auge;C
14744;14;Vienne-en-Bessin;C
14745;14;Vierville-sur-Mer;C
14747;14;Vieux;C
14748;14;Vieux-Bourg;C
14751;14;Vignats;C
14752;14;Villers-Bocage;C
14753;14;Villers-Canivet;C
14754;14;Villers-sur-Mer;A
14755;14;Villerville;B1
14756;14;La Villette;C
14758;14;Villons-les-Buissons;B2
14759;14;Villy-lez-Falaise;C
14760;14;Villy-Bocage;C
14761;14;Vimont;C
14762;14;Vire Normandie;C
14764;14;Pont-d'Ouilly;C
15001;15;Allanche;C
15002;15;Alleuze;C
15003;15;Ally;C
15004;15;Andelat;C
15005;15;Anglards-de-Saint-Flour;C
15006;15;Anglards-de-Salers;C
15007;15;Anterrieux;C
15008;15;Antignac;C
15009;15;Apchon;C
15010;15;Arches;C
15011;15;Arnac;C
15012;15;Arpajon-sur-Cère;C
15013;15;Auriac-l'Église;C
15014;15;Aurillac;C
15015;15;Auzers;C
15016;15;Ayrens;C
15017;15;Badailhac;C
15018;15;Barriac-les-Bosquets;C
15019;15;Bassignac;C
15020;15;Beaulieu;C
15021;15;Boisset;C
15022;15;Bonnac;C
15024;15;Brageac;C
15025;15;Albepierre-Bredons;C
15026;15;Brezons;C
15027;15;Puycapel;C
15028;15;Carlat;C
15029;15;Cassaniouze;C
15030;15;Cayrols;C
15031;15;Celles;C
15032;15;Celoux;C
15033;15;Cézens;C
15034;15;Chaliers;C
15035;15;Chalinargues;C
15036;15;Chalvignac;C
15037;15;Champagnac;C
15038;15;Champs-sur-Tarentaine-Marchal;C
15040;15;Chanterelle;C
15041;15;La Chapelle-d'Alagnon;C
15042;15;La Chapelle-Laurent;C
15043;15;Charmensac;C
15045;15;Chaudes-Aigues;C
15046;15;Chaussenac;C
15047;15;Chavagnac;C
15048;15;Chazelles;C
15049;15;Cheylade;C
15050;15;Le Claux;C
15051;15;Clavières;C
15052;15;Collandres;C
15053;15;Coltines;C
15054;15;Condat;C
15055;15;Coren;C
15056;15;Crandelles;C
15057;15;Cros-de-Montvert;C
15058;15;Cros-de-Ronesque;C
15059;15;Cussac;C
15060;15;Deux-Verges;C
15061;15;Dienne;C
15063;15;Drugeac;C
15064;15;Escorailles;C
15065;15;Espinasse;C
15066;15;Le Falgoux;C
15067;15;Le Fau;C
15069;15;Ferrières-Saint-Mary;C
15070;15;Fontanges;C
15072;15;Freix-Anglards;C
15073;15;Fridefont;C
15074;15;Giou-de-Mamou;C
15075;15;Girgols;C
15076;15;Glénat;C
15077;15;Gourdièges;C
15078;15;Jabrun;C
15079;15;Jaleyrac;C
15080;15;Joursac;C
15081;15;Jou-sous-Monjou;C
15082;15;Junhac;C
15083;15;Jussac;C
15084;15;Labesserette;C
15085;15;Labrousse;C
15086;15;Lacapelle-Barrès;C
15087;15;Lacapelle-del-Fraisse;C
15088;15;Lacapelle-Viescamp;C
15089;15;Ladinhac;C
15090;15;Lafeuillade-en-Vézie;C
15091;15;Landeyrat;C
15092;15;Lanobre;C
15093;15;Lapeyrugue;C
15094;15;Laroquebrou;C
15095;15;Laroquevieille;C
15096;15;Lascelle;C
15097;15;Lastic;C
15098;15;Laurie;C
15100;15;Laveissenet;C
15101;15;Laveissière;C
15102;15;Lavigerie;C
15103;15;Leucamp;C
15104;15;Leynhac;C
15105;15;Leyvaux;C
15106;15;Lieutadès;C
15107;15;Lorcières;C
15108;15;Val d'Arcomie;C
15110;15;Lugarde;C
15111;15;Madic;C
15112;15;Malbo;C
15113;15;Mandailles-Saint-Julien;C
15114;15;Marcenat;C
15116;15;Marchastel;C
15117;15;Marcolès;C
15118;15;Marmanhac;C
15119;15;Massiac;C
15120;15;Mauriac;C
15121;15;Maurines;C
15122;15;Maurs;C
15123;15;Méallet;C
15124;15;Menet;C
15125;15;Mentières;C
15126;15;Molèdes;C
15127;15;Molompize;C
15128;15;La Monselie;C
15129;15;Montboudif;C
15130;15;Montchamp;C
15131;15;Le Monteil;C
15132;15;Montgreleix;C
15133;15;Montmurat;C
15134;15;Montsalvy;C
15135;15;Montvert;C
15137;15;Moussages;C
15138;15;Murat;C
15139;15;Narnhac;C
15140;15;Naucelles;C
15141;15;Neussargues-Moissac;C
15142;15;Neuvéglise-sur-Truyère;C
15143;15;Nieudan;C
15144;15;Omps;C
15146;15;Pailherols;C
15147;15;Parlan;C
15148;15;Paulhac;C
15149;15;Paulhenc;C
15151;15;Peyrusse;C
15152;15;Pierrefort;C
15153;15;Pleaux;C
15154;15;Polminhac;C
15155;15;Pradiers;C
15156;15;Prunet;C
15157;15;Quézac;C
15158;15;Rageade;C
15159;15;Raulhac;C
15160;15;Reilhac;C
15161;15;Rézentières;C
15162;15;Riom-ès-Montagnes;C
15163;15;Roannes-Saint-Mary;C
15164;15;Roffiac;C
15165;15;Rouffiac;C
15166;15;Roumégoux;C
15167;15;Rouziers;C
15168;15;Ruynes-en-Margeride;C
15169;15;Saignes;C
15170;15;Saint-Amandin;C
15171;15;Sainte-Anastasie;C
15172;15;Saint-Antoine;C
15173;15;Saint-Bonnet-de-Condat;C
15174;15;Saint-Bonnet-de-Salers;C
15175;15;Saint-Cernin;C
15176;15;Saint-Chamant;C
15178;15;Saint-Cirgues-de-Jordanne;C
15179;15;Saint-Cirgues-de-Malbert;C
15180;15;Saint-Clément;C
15181;15;Saint-Constant-Fournoulès;C
15182;15;Saint-Étienne-Cantalès;C
15183;15;Saint-Étienne-de-Carlat;C
15184;15;Saint-Étienne-de-Maurs;C
15185;15;Saint-Étienne-de-Chomeil;C
15186;15;Sainte-Eulalie;C
15187;15;Saint-Flour;C
15188;15;Saint-Georges;C
15189;15;Saint-Gérons;C
15190;15;Saint-Hippolyte;C
15191;15;Saint-Illide;C
15192;15;Saint-Jacques-des-Blats;C
15194;15;Saint-Julien-de-Toursac;C
15196;15;Saint-Mamet-la-Salvetat;C
15198;15;Sainte-Marie;C
15199;15;Saint-Martial;C
15200;15;Saint-Martin-Cantalès;C
15201;15;Saint-Martin-sous-Vigouroux;C
15202;15;Saint-Martin-Valmeroux;C
15203;15;Saint-Mary-le-Plain;C
15204;15;Saint-Paul-des-Landes;C
15205;15;Saint-Paul-de-Salers;C
15206;15;Saint-Pierre;C
15207;15;Saint-Poncy;C
15208;15;Saint-Projet-de-Salers;C
15209;15;Saint-Rémy-de-Chaudes-Aigues;C
15211;15;Saint-Santin-Cantalès;C
15212;15;Saint-Santin-de-Maurs;C
15213;15;Saint-Saturnin;C
15214;15;Saint-Saury;C
15215;15;Saint-Simon;C
15216;15;Saint-Urcize;C
15217;15;Saint-Victor;C
15218;15;Saint-Vincent-de-Salers;C
15219;15;Salers;C
15220;15;Salins;C
15221;15;Sansac-de-Marmiesse;C
15222;15;Sansac-Veinazès;C
15223;15;Sauvat;C
15224;15;La Ségalassière;C
15225;15;Ségur-les-Villas;C
15226;15;Sénezergues;C
15228;15;Siran;C
15229;15;Soulages;C
15230;15;Sourniac;C
15231;15;Talizat;C
15232;15;Tanavelle;C
15233;15;Teissières-de-Cornet;C
15234;15;Teissières-lès-Bouliès;C
15235;15;Les Ternes;C
15236;15;Thiézac;C
15237;15;Tiviers;C
15238;15;Tournemire;C
15240;15;Trémouille;C
15241;15;La Trinitat;C
15242;15;Le Trioulou;C
15243;15;Trizac;C
15244;15;Ussel;C
15245;15;Vabres;C
15246;15;Valette;C
15247;15;Valjouze;C
15248;15;Valuéjols;C
15249;15;Le Vaulmier;C
15250;15;Vebret;C
15251;15;Védrines-Saint-Loup;C
15252;15;Velzic;C
15253;15;Vernols;C
15254;15;Veyrières;C
15255;15;Vézac;C
15256;15;Vèze;C
15257;15;Vezels-Roussy;C
15258;15;Vic-sur-Cère;C
15259;15;Vieillespesse;C
15260;15;Vieillevie;C
15261;15;Le Vigean;C
15262;15;Villedieu;C
15263;15;Virargues;C
15264;15;Vitrac;C
15265;15;Ydes;C
15266;15;Yolet;C
15267;15;Ytrac;C
15268;15;Le Rouget-Pers;C
15269;15;Besse;C
16001;16;Abzac;C
16002;16;Les Adjots;C
16003;16;Agris;C
16005;16;Aigre;C
16007;16;Alloue;C
16008;16;Ambérac;C
16009;16;Ambernac;C
16011;16;Anais;C
16012;16;Angeac-Champagne;C
16013;16;Angeac-Charente;C
16014;16;Angeduc;C
16015;16;Angoulême;B1
16016;16;Ansac-sur-Vienne;C
16018;16;Ars;C
16019;16;Asnières-sur-Nouère;C
16020;16;Aubeterre-sur-Dronne;C
16023;16;Aunac-sur-Charente;C
16024;16;Aussac-Vadalle;C
16025;16;Baignes-Sainte-Radegonde;C
16026;16;Balzac;C
16027;16;Barbezières;C
16028;16;Barbezieux-Saint-Hilaire;C
16029;16;Bardenac;C
16030;16;Barret;C
16031;16;Barro;C
16032;16;Bassac;C
16034;16;Bazac;C
16035;16;Beaulieu-sur-Sonnette;C
16036;16;Bécheresse;C
16037;16;Bellon;C
16038;16;Benest;C
16039;16;Bernac;C
16040;16;Berneuil;C
16041;16;Bessac;C
16042;16;Bessé;C
16044;16;Bioussac;C
16045;16;Birac;C
16046;16;Coteaux-du-Blanzacais;C
16047;16;Blanzaguet-Saint-Cybard;C
16048;16;Boisbreteau;C
16049;16;Bonnes;C
16050;16;Bonneuil;C
16052;16;Bors (Canton de Tude-et-Lavalette);C
16053;16;Bors (Canton de Charente-Sud);C
16054;16;Le Bouchage;C
16055;16;Bouëx;C
16056;16;Bourg-Charente;C
16057;16;Bouteville;C
16058;16;Boutiers-Saint-Trojan;C
16059;16;Brettes;C
16060;16;Bréville;C
16061;16;Brie;C
16062;16;Brie-sous-Barbezieux;C
16063;16;Brie-sous-Chalais;C
16064;16;Brigueuil;C
16065;16;Brillac;C
16066;16;Brossac;C
16067;16;Bunzac;C
16068;16;Cellefrouin;C
16069;16;Cellettes;C
16070;16;Chabanais;C
16071;16;Chabrac;C
16072;16;Chadurie;C
16073;16;Chalais;C
16074;16;Challignac;C
16075;16;Champagne-Vigny;C
16076;16;Champagne-Mouton;C
16077;16;Champmillon;C
16078;16;Champniers;C
16079;16;Chantillac;C
16081;16;La Chapelle;C
16082;16;Boisné-La Tude;C
16083;16;Charmé;C
16084;16;Charras;C
16085;16;Chasseneuil-sur-Bonnieure;C
16086;16;Chassenon;C
16087;16;Chassiecq;C
16088;16;Chassors;C
16089;16;Châteaubernard;C
16090;16;Châteauneuf-sur-Charente;C
16091;16;Châtignac;C
16093;16;Chazelles;C
16095;16;Chenon;C
16096;16;Cherves-Châtelars;C
16097;16;Val-de-Cognac;C
16098;16;La Chèvrerie;C
16099;16;Chillac;C
16100;16;Chirac;C
16101;16;Claix;C
16102;16;Cognac;B2
16103;16;Combiers;C
16104;16;Condac;C
16105;16;Condéon;C
16106;16;Confolens;C
16107;16;Coulgens;C
16108;16;Coulonges;C
16109;16;Courbillac;C
16110;16;Courcôme;C
16111;16;Courgeac;C
16112;16;Courlac;C
16113;16;La Couronne;B2
16114;16;Couture;C
16116;16;Criteuil-la-Magdeleine;C
16117;16;Curac;C
16118;16;Deviat;C
16119;16;Dignac;C
16120;16;Dirac;C
16121;16;Douzat;C
16122;16;Ébréon;C
16123;16;Échallat;C
16124;16;Écuras;C
16125;16;Édon;C
16127;16;Empuré;C
16128;16;Épenède;C
16130;16;Les Essards;C
16131;16;Esse;C
16132;16;Étagnac;C
16133;16;Étriac;C
16134;16;Exideuil-sur-Vienne;C
16135;16;Eymouthiers;C
16136;16;La Faye;C
16137;16;Feuillade;C
16138;16;Fléac;B2
16139;16;Fleurac;C
16141;16;Fontenille;C
16142;16;La Forêt-de-Tessé;C
16143;16;Fouquebrune;C
16144;16;Fouqueure;C
16145;16;Foussignac;C
16146;16;Garat;C
16148;16;Genac-Bignac;C
16150;16;Gensac-la-Pallue;C
16151;16;Genté;C
16152;16;Gimeux;C
16153;16;Mainxe-Gondeville;C
16154;16;Gond-Pontouvre;B2
16155;16;Les Gours;C
16157;16;Le Grand-Madieu;C
16158;16;Grassac;C
16160;16;Guimps;C
16161;16;Guizengeard;C
16162;16;Gurat;C
16163;16;Hiersac;C
16164;16;Hiesse;C
16165;16;Houlette;C
16166;16;L'Isle-d'Espagnac;B2
16167;16;Jarnac;C
16168;16;Jauldes;C
16169;16;Javrezac;C
16170;16;Juignac;C
16171;16;Juillac-le-Coq;C
16173;16;Juillé;C
16174;16;Julienne;C
16175;16;Val des Vignes;C
16176;16;Lachaise;C
16177;16;Ladiville;C
16178;16;Lagarde-sur-le-Né;C
16180;16;Laprade;C
16181;16;Lessac;C
16182;16;Lesterps;C
16183;16;Lésignac-Durand;C
16184;16;Lichères;C
16185;16;Ligné;C
16186;16;Lignières-Ambleville;C
16187;16;Linars;B2
16188;16;Le Lindois;C
16189;16;Londigny;C
16190;16;Longré;C
16191;16;Lonnes;C
16192;16;Terres-de-Haute-Charente;C
16193;16;Louzac-Saint-André;C
16194;16;Lupsault;C
16195;16;Lussac;C
16196;16;Luxé;C
16197;16;La Magdeleine;C
16198;16;Magnac-lès-Gardes;C
16199;16;Magnac-sur-Touvre;B2
16200;16;Maine-de-Boixe;C
16203;16;Mainzac;C
16204;16;Bellevigne;C
16205;16;Manot;C
16206;16;Mansle-les-Fontaines;C
16207;16;Marcillac-Lanville;C
16208;16;Mareuil;C
16209;16;Marillac-le-Franc;C
16210;16;Marsac;C
16211;16;Marthon;C
16212;16;Massignac;C
16213;16;Mazerolles;C
16215;16;Médillac;C
16216;16;Mérignac;C
16217;16;Merpins;C
16218;16;Mesnac;C
16220;16;Les Métairies;C
16221;16;Mons;C
16222;16;Montboyer;C
16223;16;Montbron;C
16224;16;Montmérac;C
16225;16;Montembœuf;C
16227;16;Montignac-le-Coq;C
16229;16;Montjean;C
16230;16;Montmoreau;C
16231;16;Montrollet;C
16232;16;Mornac;B2
16233;16;Mosnac-Saint-Simeux;C
16234;16;Moulidars;C
16236;16;Mouthiers-sur-Boëme;C
16237;16;Mouton;C
16239;16;Mouzon;C
16240;16;Nabinaud;C
16241;16;Nanclars;C
16242;16;Nanteuil-en-Vallée;C
16243;16;Nercillac;C
16244;16;Nersac;B2
16245;16;Nieuil;C
16246;16;Nonac;C
16248;16;Oradour;C
16249;16;Oradour-Fanais;C
16250;16;Orgedeuil;C
16251;16;Oriolles;C
16252;16;Orival;C
16253;16;Paizay-Naudouin-Embourie;C
16254;16;Palluaud;C
16255;16;Parzac;C
16256;16;Passirac;C
16258;16;Pérignac;C
16260;16;Pillac;C
16261;16;Les Pins;C
16263;16;Plassac-Rouffiac;C
16264;16;Pleuville;C
16267;16;Poullignac;C
16268;16;Poursac;C
16269;16;Pranzac;C
16270;16;Pressignac;C
16271;16;Puymoyen;B2
16272;16;Puyréaux;C
16273;16;Raix;C
16275;16;Ranville-Breuillaud;C
16276;16;Reignac;C
16277;16;Réparsac;C
16279;16;Rioux-Martin;C
16280;16;Rivières;C
16281;16;La Rochefoucauld-en-Angoumois;C
16282;16;La Rochette;C
16283;16;Ronsenac;C
16284;16;Rouffiac;C
16285;16;Rougnac;C
16286;16;Rouillac;C
16287;16;Roullet-Saint-Estèphe;C
16289;16;Roussines;C
16290;16;Rouzède;C
16291;16;Ruelle-sur-Touvre;B2
16292;16;Ruffec;C
16293;16;Saint-Adjutory;C
16295;16;Saint-Amant-de-Boixe;C
16297;16;Graves-Saint-Amant;C
16298;16;Saint-Amant-de-Nouère;C
16300;16;Val-de-Bonnieure;C
16301;16;Saint-Aulais-la-Chapelle;C
16302;16;Saint-Avit;C
16303;16;Saint-Bonnet;C
16304;16;Saint-Brice;C
16306;16;Saint-Christophe;C
16307;16;Saint-Ciers-sur-Bonnieure;C
16308;16;Saint-Claud;C
16310;16;Saint-Coutant;C
16312;16;Saint-Cybardeaux;C
16315;16;Saint-Félix;C
16316;16;Saint-Fort-sur-le-Né;C
16317;16;Saint-Fraigne;C
16318;16;Saint-Front;C
16320;16;Saint-Genis-d'Hiersac;C
16321;16;Saint-Georges;C
16323;16;Saint-Germain-de-Montbron;C
16325;16;Saint-Gourson;C
16326;16;Saint-Groux;C
16329;16;Saint-Laurent-de-Céris;C
16330;16;Saint-Laurent-de-Cognac;C
16331;16;Saint-Laurent-des-Combes;C
16334;16;Saint-Martial;C
16335;16;Saint-Martin-du-Clocher;C
16336;16;Saint-Mary;C
16337;16;Saint-Maurice-des-Lions;C
16338;16;Saint-Médard;C
16339;16;Val-d'Auge;C
16340;16;Saint-Même-les-Carrières;C
16341;16;Saint-Michel;B2
16342;16;Saint-Palais-du-Né;C
16343;16;Saint-Preuil;C
16345;16;Saint-Quentin-sur-Charente;C
16346;16;Saint-Quentin-de-Chalais;C
16347;16;Saint-Romain;C
16348;16;Saint-Saturnin;C
16349;16;Sainte-Sévère;C
16350;16;Saint-Séverin;C
16352;16;Saint-Simon;C
16353;16;Saint-Sornin;C
16354;16;Sainte-Souline;C
16356;16;Saint-Sulpice-de-Ruffec;C
16357;16;Saint-Vallier;C
16358;16;Saint-Yrieix-sur-Charente;B1
16359;16;Salles-d'Angles;C
16360;16;Salles-de-Barbezieux;C
16361;16;Salles-de-Villefagnan;C
16362;16;Salles-Lavalette;C
16363;16;Saulgond;C
16364;16;Sauvagnac;C
16365;16;Sauvignac;C
16366;16;Segonzac;C
16368;16;Sers;C
16369;16;Sigogne;C
16370;16;Sireuil;C
16372;16;Souffrignac;C
16373;16;Souvigné;C
16374;16;Soyaux;B2
16375;16;Suaux;C
16377;16;La Tâche;C
16378;16;Taizé-Aizie;C
16379;16;Taponnat-Fleurignac;C
16380;16;Le Tâtre;C
16381;16;Theil-Rabier;C
16382;16;Torsac;C
16383;16;Tourriers;C
16384;16;Touvérac;C
16385;16;Touvre;B2
16387;16;Triac-Lautrait;C
16388;16;Trois-Palis;B2
16389;16;Turgon;C
16390;16;Tusson;C
16392;16;Valence;C
16393;16;La Boixe;C
16394;16;Vaux-Lavalette;C
16395;16;Vaux-Rouillac;C
16396;16;Ventouse;C
16397;16;Verdille;C
16398;16;Verneuil;C
16399;16;Verrières;C
16400;16;Verteuil-sur-Charente;C
16401;16;Vervant;C
16402;16;Vibrac;C
16403;16;Le Vieux-Cérier;C
16404;16;Vieux-Ruffec;C
16405;16;Vignolles;C
16406;16;Moulins-sur-Tardoire;C
16408;16;Villebois-Lavalette;C
16409;16;Villefagnan;C
16412;16;Villejoubert;C
16413;16;Villiers-le-Roux;C
16414;16;Villognon;C
16415;16;Vindelle;C
16416;16;Vitrac-Saint-Vincent;C
16418;16;Vœuil-et-Giget;C
16419;16;Vouharte;C
16420;16;Voulgézac;C
16421;16;Vouthon;C
16422;16;Vouzan;C
16423;16;Xambes;C
16424;16;Yviers;C
16425;16;Yvrac-et-Malleyrand;C
17002;17;Agudelle;C
17003;17;Aigrefeuille-d'Aunis;B1
17004;17;Île-d'Aix;B1
17005;17;Allas-Bocage;C
17006;17;Allas-Champagne;C
17007;17;Anais;C
17008;17;Andilly;C
17009;17;Angliers;C
17010;17;Angoulins;B1
17011;17;Annepont;C
17012;17;Annezay;C
17013;17;Antezant-la-Chapelle;C
17015;17;Arces;B2
17016;17;Archiac;C
17017;17;Archingeay;C
17018;17;Ardillières;C
17019;17;Ars-en-Ré;A
17020;17;Arthenac;C
17021;17;Arvert;B2
17022;17;Asnières-la-Giraud;C
17023;17;Aujac;C
17024;17;Aulnay;C
17025;17;Aumagne;C
17026;17;Authon-Ébéon;C
17027;17;Avy;C
17028;17;Aytré;A
17029;17;Bagnizeau;C
17030;17;Balanzac;C
17031;17;Ballans;C
17032;17;Ballon;C
17033;17;La Barde;C
17034;17;Barzan;B2
17035;17;Bazauges;C
17036;17;Beaugeay;C
17037;17;Beauvais-sur-Matha;C
17038;17;Bedenac;C
17039;17;Belluire;C
17041;17;Benon;C
17042;17;Bercloux;C
17043;17;Bernay-Saint-Martin;C
17044;17;Berneuil;C
17045;17;Beurlay;C
17046;17;Bignay;C
17047;17;Biron;C
17048;17;Blanzac-lès-Matha;C
17049;17;Blanzay-sur-Boutonne;C
17050;17;Bois;C
17051;17;Le Bois-Plage-en-Ré;A
17052;17;Boisredon;C
17053;17;Bords;C
17054;17;Boresse-et-Martron;C
17055;17;Boscamnant;C
17056;17;Bougneau;C
17057;17;Bouhet;C
17058;17;Bourcefranc-le-Chapus;C
17059;17;Bourgneuf;C
17060;17;Boutenac-Touvent;B2
17061;17;Bran;C
17062;17;Bresdon;C
17063;17;Breuil-la-Réorte;C
17064;17;Breuillet;B2
17065;17;Breuil-Magné;B2
17066;17;Brie-sous-Archiac;C
17067;17;Brie-sous-Matha;C
17068;17;Brie-sous-Mortagne;B2
17069;17;Brives-sur-Charente;C
17070;17;Brizambourg;C
17071;17;La Brousse;C
17072;17;Burie;C
17073;17;Bussac-sur-Charente;C
17074;17;Bussac-Forêt;C
17075;17;Cabariot;C
17076;17;Celles;C
17077;17;Cercoux;C
17078;17;Chadenac;C
17079;17;Chaillevette;B2
17080;17;Chambon;C
17081;17;Chamouillac;C
17082;17;Champagnac;C
17083;17;Champagne;C
17084;17;Champagnolles;C
17085;17;Champdolent;C
17086;17;Chaniers;C
17087;17;Chantemerle-sur-la-Soie;C
17089;17;La Chapelle-des-Pots;C
17091;17;Charron;C
