CODGEO;DEP;LIBGEO;Zonage ABC en vigueur depuis le 26 juin 2026
65163;65;Escots;C
65164;65;Escoubès-Pouts;C
65165;65;Esparros;C
65166;65;Espèche;C
65167;65;Espieilh;C
65168;65;Esquièze-Sère;C
65169;65;Estaing;C
65170;65;Estampures;C
65171;65;Estarvielle;C
65172;65;Estensan;C
65173;65;Esterre;C
65174;65;Estirac;C
65175;65;Ferrère;C
65176;65;Ferrières;C
65177;65;Fontrailles;C
65178;65;Fréchède;C
65179;65;Fréchendets;C
65180;65;Fréchet-Aure;C
65181;65;Fréchou-Fréchet;C
65182;65;Gaillagos;C
65183;65;Galan;C
65184;65;Galez;C
65185;65;Gardères;C
65186;65;Gaudent;C
65187;65;Gaussan;C
65189;65;Gayan;C
65190;65;Gazave;C
65191;65;Gazost;C
65192;65;Gavarnie-Gèdre;C
65193;65;Gembrie;C
65194;65;Générest;C
65195;65;Génos;C
65196;65;Gensac;C
65197;65;Ger;C
65198;65;Gerde;C
65199;65;Germ;C
65200;65;Germs-sur-l'Oussouet;C
65201;65;Geu;C
65202;65;Gez;C
65203;65;Gez-ez-Angles;C
65204;65;Gonez;C
65205;65;Gouaux;C
65206;65;Goudon;C
65207;65;Gourgue;C
65208;65;Grailhen;C
65209;65;Grézian;C
65210;65;Grust;C
65211;65;Guchan;C
65212;65;Guchen;C
65213;65;Guizerix;C
65214;65;Hachan;C
65215;65;Hagedet;C
65216;65;Hauban;C
65217;65;Hautaget;C
65218;65;Hèches;C
65219;65;Hères;C
65220;65;Hibarette;C
65221;65;Hiis;C
65222;65;Hitte;C
65223;65;Horgues;B2
65224;65;Houeydets;C
65225;65;Hourc;C
65226;65;Ibos;C
65228;65;Ilhet;C
65229;65;Ilheu;C
65230;65;Izaourt;C
65231;65;Izaux;C
65232;65;Jacque;C
65233;65;Jarret;C
65234;65;Jézeau;C
65235;65;Juillan;C
65236;65;Julos;C
65237;65;Juncalas;C
65238;65;Labassère;C
65239;65;Labastide;C
65240;65;Labatut-Rivière;C
65241;65;Laborde;C
65242;65;Lacassagne;C
65243;65;Lafitole;C
65244;65;Lagarde;C
65245;65;Lagrange;C
65247;65;Arrayou-Lahitte;C
65248;65;Lahitte-Toupière;C
65249;65;Lalanne;C
65250;65;Lalanne-Trie;C
65251;65;Laloubère;B2
65252;65;Lamarque-Pontacq;C
65253;65;Lamarque-Rustaing;C
65254;65;Laméac;C
65255;65;Lançon;C
65256;65;Lanespède;C
65257;65;Lanne;C
65258;65;Lannemezan;C
65259;65;Lansac;C
65260;65;Lapeyre;C
65261;65;Laran;C
65262;65;Larreule;C
65263;65;Larroque;C
65264;65;Lascazères;C
65265;65;Laslades;C
65266;65;Lassales;C
65267;65;Lau-Balagnas;C
65268;65;Layrisse;C
65269;65;Lescurry;C
65270;65;Lespouey;C
65271;65;Lézignan;C
65272;65;Lhez;C
65273;65;Liac;C
65274;65;Libaros;C
65275;65;Lies;C
65276;65;Lizos;C
65277;65;Lombrès;C
65278;65;Lomné;C
65279;65;Lortet;C
65280;65;Loubajac;C
65281;65;Loucrup;C
65282;65;Loudenvielle;C
65283;65;Loudervielle;C
65284;65;Louey;C
65285;65;Louit;C
65286;65;Lourdes;C
65287;65;Loures-Barousse;C
65288;65;Lubret-Saint-Luc;C
65289;65;Luby-Betmont;C
65290;65;Luc;C
65291;65;Lugagnan;C
65292;65;Luquet;C
65293;65;Lustar;C
65294;65;Lutilhous;C
65295;65;Luz-Saint-Sauveur;C
65296;65;Madiran;C
65297;65;Mansan;C
65298;65;Marquerie;C
65299;65;Marsac;C
65300;65;Marsas;C
65301;65;Marseillan;C
65303;65;Mascaras;C
65304;65;Maubourguet;C
65305;65;Mauléon-Barousse;C
65306;65;Mauvezin;C
65307;65;Mazères-de-Neste;C
65308;65;Mazerolles;C
65309;65;Mazouau;C
65310;65;Mérilheu;C
65311;65;Mingot;C
65313;65;Momères;B2
65314;65;Monfaucon;C
65315;65;Monléon-Magnoac;C
65316;65;Monlong;C
65317;65;Mont;C
65318;65;Montastruc;C
65319;65;Montégut;C
65320;65;Montgaillard;C
65321;65;Montignac;C
65322;65;Montoussé;C
65323;65;Montsérié;C
65324;65;Moulédous;C
65325;65;Moumoulous;C
65326;65;Mun;C
65327;65;Nestier;C
65328;65;Neuilh;C
65329;65;Nistos;C
65330;65;Nouilhan;C
65331;65;Odos;B2
65332;65;Oléac-Debat;C
65333;65;Oléac-Dessus;C
65334;65;Omex;C
65335;65;Ordizan;C
65336;65;Organ;C
65337;65;Orieux;C
65338;65;Orignac;C
65339;65;Orincles;C
65340;65;Orleix;B2
65341;65;Oroix;C
65342;65;Osmets;C
65343;65;Ossen;C
65344;65;Ossun;C
65345;65;Ossun-ez-Angles;C
65346;65;Oueilloux;C
65347;65;Ourde;C
65348;65;Ourdis-Cotdoussan;C
65349;65;Ourdon;C
65350;65;Oursbelille;C
65351;65;Ousté;C
65352;65;Ouzous;C
65353;65;Ozon;C
65354;65;Pailhac;C
65355;65;Paréac;C
65356;65;Péré;C
65357;65;Peyraube;C
65358;65;Peyret-Saint-André;C
65359;65;Peyriguère;C
65360;65;Peyrouse;C
65361;65;Peyrun;C
65362;65;Pierrefitte-Nestalas;C
65363;65;Pinas;C
65364;65;Pintac;C
65366;65;Poueyferré;C
65367;65;Poumarous;C
65368;65;Pouy;C
65369;65;Pouyastruc;C
65370;65;Pouzac;C
65371;65;Préchac;C
65372;65;Pujo;C
65373;65;Puntous;C
65374;65;Puydarrieux;C
65375;65;Rabastens-de-Bigorre;C
65376;65;Recurt;C
65377;65;Réjaumont;C
65378;65;Ricaud;C
65379;65;Ris;C
65380;65;Sabalos;C
65381;65;Sabarros;C
65382;65;Sacoué;C
65383;65;Sadournin;C
65384;65;Sailhan;C
65385;65;Saint-Arroman;C
65386;65;Saint-Créac;C
65387;65;Saint-Lanne;C
65388;65;Saint-Lary-Soulan;B1
65389;65;Saint-Laurent-de-Neste;C
65390;65;Saint-Lézer;C
65391;65;Sainte-Marie;C
65392;65;Saint-Martin;C
65393;65;Saint-Pastous;C
65394;65;Saint-Paul;C
65395;65;Saint-Pé-de-Bigorre;C
65396;65;Saint-Savin;C
65397;65;Saint-Sever-de-Rustan;C
65398;65;Saléchan;C
65399;65;Saligos;C
65400;65;Salles;C
65401;65;Salles-Adour;C
65402;65;Samuran;C
65403;65;Sanous;C
65404;65;Sariac-Magnoac;C
65405;65;Sarlabous;C
65406;65;Sarniguet;C
65407;65;Sarp;C
65408;65;Sarrancolin;C
65409;65;Sarriac-Bigorre;C
65410;65;Sarrouilles;B2
65411;65;Sassis;C
65412;65;Sauveterre;C
65413;65;Sazos;C
65414;65;Ségalas;C
65415;65;Ségus;C
65416;65;Seich;C
65417;65;Séméac;B2
65418;65;Sénac;C
65419;65;Sentous;C
65420;65;Sère-en-Lavedan;C
65421;65;Sère-Lanso;C
65422;65;Séron;C
65423;65;Sère-Rustaing;C
65424;65;Sers;C
65425;65;Siarrouy;C
65426;65;Sinzos;C
65427;65;Siradan;C
65428;65;Sireix;C
65429;65;Sombrun;C
65430;65;Soréac;C
65431;65;Sost;C
65432;65;Soublecause;C
65433;65;Soues;B2
65435;65;Soulom;C
65436;65;Souyeaux;C
65437;65;Tajan;C
65438;65;Talazac;C
65439;65;Tarasteix;C
65440;65;Tarbes;B2
65441;65;Thèbe;C
65442;65;Thermes-Magnoac;C
65443;65;Thuy;C
65444;65;Tibiran-Jaunac;C
65445;65;Tilhouse;C
65446;65;Tostat;C
65447;65;Tournay;C
65448;65;Tournous-Darré;C
65449;65;Tournous-Devant;C
65450;65;Tramezaïgues;C
65451;65;Trébons;C
65452;65;Trie-sur-Baïse;C
65453;65;Troubat;C
65454;65;Trouley-Labarthe;C
65455;65;Tuzaguet;C
65456;65;Uglas;C
65457;65;Ugnouas;C
65458;65;Uz;C
65459;65;Uzer;C
65460;65;Vic-en-Bigorre;C
65461;65;Vidou;C
65462;65;Vidouze;C
65463;65;Viella;C
65464;65;Vielle-Adour;C
65465;65;Vielle-Aure;C
65466;65;Vielle-Louron;C
65467;65;Vier-Bordes;C
65468;65;Vieuzos;C
65469;65;Viey;C
65470;65;Viger;C
65471;65;Vignec;C
65472;65;Villefranque;C
65473;65;Villelongue;C
65474;65;Villembits;C
65475;65;Villemur;C
65476;65;Villenave-près-Béarn;C
65477;65;Villenave-près-Marsac;C
65478;65;Viscos;C
65479;65;Visker;C
65481;65;Barèges;C
65482;65;Cantaous;C
66001;66;L'Albère;C
66002;66;Alénya;B2
66003;66;Amélie-les-Bains-Palalda;C
66004;66;Les Angles;C
66005;66;Angoustrine-Villeneuve-des-Escaldes;C
66006;66;Ansignan;C
66007;66;Arboussols;C
66008;66;Argelès-sur-Mer;B1
66009;66;Arles-sur-Tech;C
66010;66;Ayguatébia-Talau;C
66011;66;Bages;B2
66012;66;Baho;B2
66013;66;Baillestavy;C
66014;66;Baixas;B2
66015;66;Banyuls-dels-Aspres;C
66016;66;Banyuls-sur-Mer;B1
66017;66;Le Barcarès;B1
66018;66;La Bastide;C
66019;66;Bélesta;C
66020;66;Bolquère;C
66021;66;Bompas;B2
66022;66;Boule-d'Amont;C
66023;66;Bouleternère;C
66024;66;Le Boulou;B2
66025;66;Bourg-Madame;C
66026;66;Brouilla;C
66027;66;La Cabanasse;C
66028;66;Cabestany;B1
66029;66;Caixas;C
66030;66;Calce;C
66032;66;Calmeilles;C
66033;66;Camélas;C
66034;66;Campôme;C
66035;66;Campoussy;C
66036;66;Canaveilles;C
66037;66;Canet-en-Roussillon;B1
66038;66;Canohès;B2
66039;66;Caramany;C
66040;66;Casefabre;C
66041;66;Cases-de-Pène;C
66042;66;Cassagnes;C
66043;66;Casteil;C
66044;66;Castelnou;C
66045;66;Catllar;C
66046;66;Caudiès-de-Fenouillèdes;C
66047;66;Caudiès-de-Conflent;C
66048;66;Cerbère;B2
66049;66;Céret;B1
66050;66;Claira;B2
66051;66;Clara-Villerach;C
66052;66;Codalet;C
66053;66;Collioure;B1
66054;66;Conat;C
66055;66;Corbère;C
66056;66;Corbère-les-Cabanes;C
66057;66;Corneilla-de-Conflent;C
66058;66;Corneilla-la-Rivière;C
66059;66;Corneilla-del-Vercol;B2
66060;66;Corsavy;C
66061;66;Coustouges;C
66062;66;Dorres;C
66063;66;Les Cluses;C
66064;66;Égat;C
66065;66;Elne;B1
66066;66;Enveitg;C
66067;66;Err;C
66068;66;Escaro;C
66069;66;Espira-de-l'Agly;B2
66070;66;Espira-de-Conflent;C
66071;66;Estagel;C
66072;66;Estavar;C
66073;66;Estoher;C
66074;66;Eus;C
66075;66;Eyne;C
66076;66;Feilluns;C
66077;66;Fenouillet;C
66078;66;Fillols;C
66079;66;Finestret;C
66080;66;Fontpédrouse;C
66081;66;Fontrabiouse;C
66082;66;Formiguères;C
66083;66;Fosse;C
66084;66;Fourques;C
66085;66;Fuilla;C
66086;66;Glorianes;C
66088;66;Ille-sur-Têt;C
66089;66;Joch;C
66090;66;Jujols;C
66091;66;Lamanère;C
66092;66;Lansac;C
66093;66;Laroque-des-Albères;C
66094;66;Latour-Bas-Elne;B1
66095;66;Latour-de-Carol;C
66096;66;Latour-de-France;C
66097;66;Lesquerde;C
66098;66;La Llagonne;C
66099;66;Llauro;C
66100;66;Llo;C
66101;66;Llupia;C
66102;66;Mantet;C
66103;66;Marquixanes;C
66104;66;Los Masos;C
66105;66;Matemale;C
66106;66;Maureillas-las-Illas;C
66107;66;Maury;C
66108;66;Millas;B2
66109;66;Molitg-les-Bains;C
66111;66;Montalba-le-Château;C
66112;66;Montauriol;C
66113;66;Montbolo;C
66114;66;Montescot;B2
66115;66;Montesquieu-des-Albères;C
66116;66;Montferrer;C
66117;66;Mont-Louis;C
66118;66;Montner;C
66119;66;Mosset;C
66120;66;Nahuja;C
66121;66;Néfiach;C
66122;66;Nohèdes;C
66123;66;Nyer;C
66124;66;Font-Romeu-Odeillo-Via;B1
66125;66;Olette;C
66126;66;Oms;C
66127;66;Opoul-Périllos;C
66128;66;Oreilla;C
66129;66;Ortaffa;C
66130;66;Osséja;C
66132;66;Palau-de-Cerdagne;C
66133;66;Palau-del-Vidre;B2
66134;66;Passa;C
66136;66;Perpignan;B1
66137;66;Le Perthus;C
66138;66;Peyrestortes;B2
66139;66;Pézilla-de-Conflent;C
66140;66;Pézilla-la-Rivière;B2
66141;66;Pia;B2
66142;66;Planès;C
66143;66;Planèzes;C
66144;66;Pollestres;B2
66145;66;Ponteilla;C
66146;66;Porta;C
66147;66;Porté-Puymorens;C
66148;66;Port-Vendres;B1
66149;66;Prades;C
66150;66;Prats-de-Mollo-la-Preste;C
66151;66;Prats-de-Sournia;C
66152;66;Prugnanes;C
66153;66;Prunet-et-Belpuig;C
66154;66;Puyvalador;C
66155;66;Py;C
66156;66;Rabouillet;C
66157;66;Railleu;C
66158;66;Rasiguères;C
66159;66;Réal;C
66160;66;Reynès;C
66161;66;Ria-Sirach;C
66162;66;Rigarda;C
66164;66;Rivesaltes;B2
66165;66;Rodès;C
66166;66;Sahorre;C
66167;66;Saillagouse;C
66168;66;Saint-André;B2
66169;66;Saint-Arnac;C
66170;66;Sainte-Colombe-de-la-Commanderie;C
66171;66;Saint-Cyprien;B1
66172;66;Saint-Estève;B1
66173;66;Saint-Féliu-d'Amont;B2
66174;66;Saint-Féliu-d'Avall;B2
66175;66;Saint-Génis-des-Fontaines;C
66176;66;Saint-Hippolyte;B2
66177;66;Saint-Jean-Lasseille;C
66178;66;Saint-Jean-Pla-de-Corts;C
66179;66;Saint-Laurent-de-Cerdans;C
66180;66;Saint-Laurent-de-la-Salanque;B1
66181;66;Sainte-Léocadie;C
66182;66;Sainte-Marie-la-Mer;B1
66183;66;Saint-Marsal;C
66184;66;Saint-Martin-de-Fenouillet;C
66185;66;Saint-Michel-de-Llotes;C
66186;66;Saint-Nazaire;B2
66187;66;Saint-Paul-de-Fenouillet;C
66188;66;Saint-Pierre-dels-Forcats;C
66189;66;Saleilles;B1
66190;66;Salses-le-Château;C
66191;66;Sansa;C
66192;66;Sauto;C
66193;66;Serdinya;C
66194;66;Serralongue;C
66195;66;Le Soler;B2
66196;66;Sorède;C
66197;66;Souanyas;C
66198;66;Sournia;C
66199;66;Taillet;C
66201;66;Tarerach;C
66202;66;Targasonne;C
66203;66;Taulis;C
66204;66;Taurinya;C
66205;66;Tautavel;C
66206;66;Le Tech;C
66207;66;Terrats;C
66208;66;Théza;B2
66209;66;Thuès-Entre-Valls;C
66210;66;Thuir;B2
66211;66;Tordères;C
66212;66;Torreilles;B1
66213;66;Toulouges;B2
66214;66;Tresserre;C
66215;66;Trévillach;C
66216;66;Trilla;C
66217;66;Trouillas;C
66218;66;Ur;C
66219;66;Urbanya;C
66220;66;Valcebollère;C
66221;66;Valmanya;C
66222;66;Vernet-les-Bains;C
66223;66;Villefranche-de-Conflent;C
66224;66;Villelongue-de-la-Salanque;B2
66225;66;Villelongue-dels-Monts;C
66226;66;Villemolaque;C
66227;66;Villeneuve-de-la-Raho;B1
66228;66;Villeneuve-la-Rivière;B2
66230;66;Vinça;C
66231;66;Vingrau;C
66232;66;Vira;C
66233;66;Vivès;C
66234;66;Le Vivier;C
67001;67;Achenheim;B1
67002;67;Adamswiller;C
67003;67;Albé;C
67004;67;Sommerau;C
67005;67;Alteckendorf;C
67006;67;Altenheim;C
67008;67;Altorf;B2
67009;67;Altwiller;C
67010;67;Andlau;C
67011;67;Artolsheim;C
67012;67;Aschbach;C
67013;67;Asswiller;C
67016;67;Avolsheim;B2
67017;67;Baerendorf;C
67018;67;Balbronn;C
67019;67;Baldenheim;B2
67020;67;Barembach;C
67021;67;Barr;B1
67022;67;Bassemberg;C
67023;67;Batzendorf;C
67025;67;Beinheim;C
67026;67;Bellefosse;C
67027;67;Belmont;C
67028;67;Benfeld;B1
67029;67;Berg;C
67030;67;Bergbieten;C
67031;67;Bernardswiller;B2
67032;67;Bernardvillé;C
67033;67;Bernolsheim;B1
67034;67;Berstett;C
67035;67;Berstheim;C
67036;67;Bettwiller;C
67037;67;Biblisheim;C
67038;67;Bietlenheim;C
67039;67;Bilwisheim;B2
67040;67;Bindernheim;C
67043;67;Bischheim;B1
67044;67;Bischholtz;C
67045;67;Bischoffsheim;B2
67046;67;Bischwiller;B1
67047;67;Bissert;C
67048;67;Bitschhoffen;C
67049;67;Blaesheim;B2
67050;67;Blancherupt;C
67051;67;Blienschwiller;C
67052;67;Bœrsch;B2
67053;67;Bœsenbiesen;C
67054;67;Bolsenheim;C
67055;67;Boofzheim;C
67056;67;Bootzheim;C
67057;67;Bosselshausen;C
67058;67;Bossendorf;C
67059;67;Bourg-Bruche;C
67060;67;Bourgheim;C
67061;67;Bouxwiller;C
67062;67;Breitenau;C
67063;67;Breitenbach;C
67065;67;Breuschwickersheim;B1
67066;67;La Broque;C
67067;67;Brumath;B1
67068;67;Buswiller;C
67069;67;Buhl;C
67070;67;Burbach;C
67071;67;Bust;C
67072;67;Butten;C
67073;67;Châtenois;B2
67074;67;Cleebourg;C
67075;67;Climbach;C
67076;67;Colroy-la-Roche;C
67077;67;Cosswiller;C
67078;67;Crastatt;C
67079;67;Crœttwiller;C
67080;67;Dachstein;B2
67081;67;Dahlenheim;B2
67082;67;Dalhunden;C
67083;67;Dambach;C
67084;67;Dambach-la-Ville;C
67085;67;Dangolsheim;C
67086;67;Daubensand;C
67087;67;Dauendorf;C
67088;67;Dehlingen;C
67089;67;Dettwiller;C
67090;67;Diebolsheim;C
67091;67;Diedendorf;C
67092;67;Dieffenbach-au-Val;C
67093;67;Dieffenbach-lès-Wœrth;C
67094;67;Dieffenthal;B2
67095;67;Diemeringen;C
67096;67;Dimbsthal;C
67097;67;Dingsheim;B1
67098;67;Dinsheim-sur-Bruche;B2
67099;67;Domfessel;C
67100;67;Donnenheim;B2
67101;67;Dorlisheim;B2
67102;67;Dossenheim-Kochersberg;C
67103;67;Dossenheim-sur-Zinsel;C
67104;67;Drachenbronn-Birlenbach;C
67105;67;Drulingen;C
67106;67;Drusenheim;B1
67107;67;Duntzenheim;C
67108;67;Duppigheim;B1
67109;67;Durningen;C
67110;67;Durrenbach;C
67111;67;Durstel;C
67112;67;Duttlenheim;B2
67113;67;Eberbach-Seltz;C
67115;67;Ebersheim;B2
67116;67;Ebersmunster;B2
67117;67;Eckartswiller;C
67118;67;Eckbolsheim;B1
67119;67;Eckwersheim;B2
67120;67;Eichhoffen;C
67121;67;Elsenheim;C
67122;67;Wangenbourg-Engenthal;C
67123;67;Engwiller;C
67124;67;Entzheim;B1
67125;67;Epfig;C
67126;67;Erckartswiller;C
67127;67;Ergersheim;B2
67128;67;Ernolsheim-Bruche;B1
67129;67;Ernolsheim-lès-Saverne;C
67130;67;Erstein;B1
67131;67;Eschau;B1
67132;67;Eschbach;C
67133;67;Eschbourg;C
67134;67;Eschwiller;C
67135;67;Ettendorf;C
67136;67;Eywiller;C
67137;67;Fegersheim;B1
67138;67;Fessenheim-le-Bas;C
67139;67;Flexbourg;C
67140;67;Forstfeld;C
67141;67;Forstheim;C
67142;67;Fort-Louis;C
67143;67;Fouchy;C
67144;67;Fouday;C
67145;67;Friedolsheim;C
67146;67;Friesenheim;C
67147;67;Frœschwiller;C
67148;67;Frohmuhl;C
67149;67;Furchhausen;C
67150;67;Furdenheim;C
67151;67;Gambsheim;B1
67152;67;Geispolsheim;B1
67153;67;Geiswiller-Zœbersdorf;C
67154;67;Gerstheim;C
67155;67;Gertwiller;B2
67156;67;Geudertheim;C
67159;67;Gœrlingen;C
67160;67;Gœrsdorf;C
67161;67;Gottenhouse;C
67162;67;Gottesheim;C
67163;67;Gougenheim;C
67164;67;Goxwiller;C
67165;67;Grandfontaine;C
67166;67;Grassendorf;C
67167;67;Grendelbruch;B2
67168;67;Gresswiller;B2
67169;67;Gries;C
67172;67;Griesheim-près-Molsheim;B2
67173;67;Griesheim-sur-Souffel;B1
67174;67;Gumbrechtshoffen;C
67176;67;Gundershoffen;C
67177;67;Gunstett;C
67178;67;Gungwiller;C
67179;67;Haegen;C
67180;67;Haguenau;B1
67181;67;Handschuheim;C
67182;67;Hangenbieten;B1
67183;67;Harskirchen;C
67184;67;Hatten;C
67185;67;Hattmatt;C
67186;67;Hegeney;C
67187;67;Heidolsheim;C
67188;67;Heiligenberg;C
67189;67;Heiligenstein;C
67190;67;Hengwiller;C
67191;67;Herbitzheim;C
67192;67;Herbsheim;C
67194;67;Herrlisheim;B1
67195;67;Hessenheim;C
67196;67;Hilsenheim;C
67197;67;Hindisheim;C
67198;67;Hinsbourg;C
67199;67;Hinsingen;C
67200;67;Hipsheim;C
67201;67;Hirschland;C
67202;67;Hochfelden;C
67203;67;Hochstett;C
67204;67;Hœnheim;B1
67205;67;Hœrdt;B1
67206;67;Hoffen;C
67208;67;Hohengœft;C
67209;67;Hohfrankenheim;C
67210;67;Le Hohwald;C
67212;67;Holtzheim;B1
67213;67;Hunspach;C
67214;67;Hurtigheim;B1
67215;67;Huttendorf;C
67216;67;Huttenheim;C
67217;67;Ichtratzheim;C
67218;67;Illkirch-Graffenstaden;A
67220;67;Ingenheim;C
67221;67;Ingolsheim;C
67222;67;Ingwiller;C
67223;67;Innenheim;B2
67225;67;Issenhausen;C
67226;67;Ittenheim;B1
67227;67;Itterswiller;C
67228;67;Neugartheim-Ittlenheim;C
67229;67;Jetterswiller;C
67230;67;Kaltenhouse;B2
67231;67;Kauffenheim;C
67232;67;Keffenach;C
67233;67;Kertzfeld;C
67234;67;Keskastel;C
67235;67;Kesseldorf;C
67236;67;Kienheim;C
67237;67;Kilstett;B1
67238;67;Kindwiller;C
67239;67;Kintzheim;B2
67240;67;Kirchheim;B2
67241;67;Kirrberg;C
67242;67;Kirrwiller;C
67244;67;Kleingœft;C
67245;67;Knœrsheim;C
67246;67;Kogenheim;C
67247;67;Kolbsheim;C
67248;67;Krautergersheim;B2
67249;67;Krautwiller;B1
67250;67;Kriegsheim;B2
67252;67;Kurtzenhouse;C
67253;67;Kuttolsheim;C
67254;67;Kutzenhausen;C
67255;67;Lalaye;C
67256;67;Lampertheim;B1
67257;67;Lampertsloch;C
67258;67;Landersheim;C
67259;67;Langensoultzbach;C
67260;67;Laubach;C
67261;67;Lauterbourg;C
67263;67;Lembach;C
67264;67;Leutenheim;C
67265;67;Lichtenberg;C
67266;67;Limersheim;C
67267;67;Lingolsheim;B1
67268;67;Lipsheim;B1
67269;67;Littenheim;C
67270;67;Lixhausen;C
67271;67;Lobsann;C
67272;67;Lochwiller;C
67273;67;Lohr;C
67274;67;Lorentzen;C
67275;67;Lupstein;C
67276;67;Lutzelhouse;C
67277;67;Mackenheim;C
67278;67;Mackwiller;C
67279;67;Maennolsheim;C
67280;67;Maisonsgoutte;C
67281;67;Marckolsheim;B2
67282;67;Marlenheim;B1
67283;67;Marmoutier;C
67285;67;Matzenheim;C
67286;67;Meistratzheim;B2
67287;67;Melsheim;C
67288;67;Memmelshoffen;C
67289;67;Menchhoffen;C
67290;67;Merkwiller-Pechelbronn;C
67291;67;Mertzwiller;C
67292;67;Mietesheim;C
67293;67;Minversheim;C
67295;67;Mittelbergheim;C
67296;67;Mittelhausbergen;B1
67298;67;Mittelschaeffolsheim;B2
67299;67;Mollkirch;B2
67300;67;Molsheim;B1
67301;67;Mommenheim;B2
67302;67;Monswiller;C
67303;67;Morsbronn-les-Bains;C
67304;67;Morschwiller;C
67305;67;Mothern;C
67306;67;Muhlbach-sur-Bruche;C
67307;67;Mulhausen;C
67308;67;Munchhausen;C
67309;67;Mundolsheim;B1
67310;67;Mussig;B2
67311;67;Muttersholtz;B2
67312;67;Mutzenhouse;C
67313;67;Mutzig;B1
67314;67;Natzwiller;C
67315;67;Neewiller-près-Lauterbourg;C
67317;67;Neubois;C
67319;67;Neuhaeusel;C
67320;67;Neuve-Église;C
67321;67;Neuviller-la-Roche;C
67322;67;Neuwiller-lès-Saverne;C
67324;67;Niederbronn-les-Bains;C
67325;67;Niederhaslach;C
67326;67;Niederhausbergen;B1
67327;67;Niederlauterbach;C
67328;67;Niedermodern;C
67329;67;Niedernai;B2
67330;67;Niederrœdern;C
67331;67;Niederschaeffolsheim;C
67333;67;Niedersoultzbach;C
67334;67;Niedersteinbach;C
67335;67;Nordheim;C
67336;67;Nordhouse;C
67337;67;Nothalten;C
67338;67;Obenheim;C
67339;67;Betschdorf;C
67340;67;Oberbronn;C
67341;67;Oberdorf-Spachbach;C
67342;67;Oberhaslach;C
67343;67;Oberhausbergen;A
67344;67;Oberhoffen-lès-Wissembourg;C
67345;67;Oberhoffen-sur-Moder;B2
67346;67;Oberlauterbach;C
67347;67;Obermodern-Zutzendorf;C
67348;67;Obernai;B1
67349;67;Oberrœdern;C
67350;67;Oberschaeffolsheim;B1
67351;67;Seebach;C
67352;67;Obersoultzbach;C
67353;67;Obersteinbach;C
67354;67;Odratzheim;B2
67355;67;Oermingen;C
67356;67;Offendorf;B2
67358;67;Offwiller;C
67359;67;Ohlungen;B2
67360;67;Ohnenheim;C
67361;67;Olwisheim;B2
67362;67;Orschwiller;B2
67363;67;Osthoffen;C
67364;67;Osthouse;C
67365;67;Ostwald;B1
67366;67;Ottersthal;C
67367;67;Otterswiller;C
67368;67;Ottrott;B2
67369;67;Ottwiller;C
67370;67;Petersbach;C
67371;67;La Petite-Pierre;C
67372;67;Val-de-Moder;C
67373;67;Pfalzweyer;C
67375;67;Pfulgriesheim;B1
67377;67;Plaine;C
67378;67;Plobsheim;B1
67379;67;Preuschdorf;C
67380;67;Printzheim;C
67381;67;Puberg;C
67382;67;Quatzenheim;C
67383;67;Rangen;C
67384;67;Ranrupt;C
67385;67;Ratzwiller;C
67386;67;Rauwiller;C
67387;67;Reichsfeld;C
67388;67;Reichshoffen;C
67389;67;Reichstett;B1
67391;67;Reinhardsmunster;C
67392;67;Reipertswiller;C
67394;67;Retschwiller;C
67395;67;Reutenbourg;C
67396;67;Rexingen;C
67397;67;Rhinau;C
67398;67;Richtolsheim;C
67400;67;Riedseltz;C
67401;67;Rimsdorf;C
67403;67;Ringendorf;C
67404;67;Rittershoffen;C
67405;67;Rœschwoog;C
67406;67;Rohr;C
67407;67;Rohrwiller;C
67408;67;Romanswiller;C
67409;67;Roppenheim;C
67410;67;Rosenwiller;B2
67411;67;Rosheim;B1
67412;67;Rossfeld;C
67413;67;Rosteig;C
67414;67;Rothau;C
67415;67;Rothbach;C
67416;67;Rott;C
67417;67;Rottelsheim;B2
67418;67;Rountzenheim-Auenheim;C
67420;67;Russ;C
67421;67;Saales;C
67422;67;Saasenheim;C
67423;67;Saessolsheim;C
67424;67;Saint-Blaise-la-Roche;C
67425;67;Saint-Jean-Saverne;C
67426;67;Saint-Martin;C
67427;67;Saint-Maurice;C
67428;67;Saint-Nabor;B2
67429;67;Saint-Pierre;C
67430;67;Saint-Pierre-Bois;C
67432;67;Salmbach;C
67433;67;Sand;C
67434;67;Sarre-Union;C
67435;67;Sarrewerden;C
67436;67;Saulxures;C
67437;67;Saverne;B1
67438;67;Schaeffersheim;C
67440;67;Schaffhouse-près-Seltz;C
67441;67;Schalkendorf;C
67442;67;Scharrachbergheim-Irmstett;B2
67443;67;Scheibenhard;C
67444;67;Scherlenheim;C
67445;67;Scherwiller;B2
67446;67;Schillersdorf;C
67447;67;Schiltigheim;B1
67448;67;Schirmeck;C
67449;67;Schirrhein;C
67450;67;Schirrhoffen;C
67451;67;Schleithal;C
67452;67;Schnersheim;C
67453;67;Schœnau;C
67454;67;Schœnbourg;C
67455;67;Schœnenbourg;C
67456;67;Schopperten;C
67458;67;Schweighouse-sur-Moder;B1
67459;67;Schwenheim;C
67460;67;Schwindratzheim;C
67461;67;Schwobsheim;C
67462;67;Sélestat;B1
67463;67;Seltz;B2
